"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","Distance","Availability"
"Northern Hawk Owl",3770,73418.88,67072,40862,116238.6,33592.95,123672.25,36709.44,33536,20431,58119.3,16796.475,61836.125,36709.44,33536,20431,58119.3,16796.475,61836.125,73400,67100,40900,116000,33600,124000,36700,33500,20400,58100,16800,61800,36700,33500,20400,58100,16800,61800,4,5,4,5,4,"existing","existing"
"Burrowing Owl",3780,2875976.44046095,2835670.61459667,2257034.89116517,3505640.20486556,2104818.3418694,3960545.13444302,2875976.44046095,2835670.61459667,2257034.89116517,3505640.20486556,2104818.3418694,3960545.13444302,898455.04,885863.5,705097.7,1095162,657545.25,1237274.3,2880000,2840000,2260000,3510000,2100000,3960000,2880000,2840000,2260000,3510000,2100000,3960000,898000,886000,705000,1100000,658000,1240000,3,3,3,3,3,"existing","existing"
"Northern Pygmy-Owl",3790,107398.496768755,103191.205394774,83706.3781961225,135686.569261028,73551.2433267772,160448.440573195,107398.496768755,103191.205394774,83706.3781961225,135686.569261028,73551.2433267772,160448.440573195,76446.25,73451.5,59582.2,96581.7,52353.775,114207.2,107000,103000,83700,136000,73600,160000,107000,103000,83700,136000,73600,160000,76400,73500,59600,96600,52400,114000,4,4,4,4,4,"existing","existing"
"Elf Owl",3810,79632.1668063705,69086.3369656329,0,172116.93210394,0,265242.560771165,79632.1668063705,69086.3369656329,0,172116.93210394,0,265242.560771165,38000.47,32968,0,82134.2000000001,0,126573.75,79600,69100,0,172000,0,265000,79600,69100,0,172000,0,265000,38000,33000,0,82100,0,127000,4,5,4,5,4,"existing","existing"
"Monk Parakeet",3824,924159.246575342,889229.452054795,221938.356164384,1703147.26027397,0,2115030.82191781,924159.246575342,889229.452054795,221938.356164384,1703147.26027397,0,2115030.82191781,26985.45,25965.5,6480.6,49731.9,0,61758.9,924000,889000,222000,1700000,0,2120000,924000,889000,222000,1700000,0,2120000,27000,26000,6480,49700,0,61800,3,4,3,5,3,"existing","existing"
"Groove-billed Ani",3840,583944.212962963,565729.166666667,315083.333333333,908932.87037037,200748.263888889,1095570.02314815,583944.212962963,565729.166666667,315083.333333333,908932.87037037,200748.263888889,1095570.02314815,25226.39,24439.5,13611.6,39265.9,8672.325,47328.625,584000,566000,315000,909000,201000,1100000,584000,566000,315000,909000,201000,1100000,25200,24400,13600,39300,8670,47300,3,4,3,4,3,"existing","existing"
"Greater Roadrunner",3850,1494141.72291868,1491092.89617486,1303432.33686917,1659293.95692703,1225377.97332048,1775627.45098039,1494141.72291868,1491092.89617486,1303432.33686917,1659293.95692703,1225377.97332048,1775627.45098039,929654.98,927758,810995.6,1032412.7,762430.175,1104795.4,1490000,1490000,1300000,1660000,1230000,1780000,1490000,1490000,1300000,1660000,1230000,1780000,930000,928000,811000,1030000,762000,1100000,3,3,3,3,3,"existing","existing"
"Mangrove Cuckoo",3860,36098.5355648536,32751.0460251046,8803.34728033473,66794.9790794979,1689.33054393305,97901.1506276151,36098.5355648536,32751.0460251046,8803.34728033473,66794.9790794979,1689.33054393305,97901.1506276151,1725.51,1565.5,420.8,3192.8,80.75,4679.675,36100,32800,8800,66800,1690,97900,36100,32800,8800,66800,1690,97900,1730,1570,421,3190,80.8,4680,5,5,4,5,4,"existing","existing"
"Yellow-billed Cuckoo",3870,10034645.6856343,10012178.7546642,9400632.57929104,10740409.8647388,9061600.19239739,10963063.0830224,10034645.6856343,10012178.7546642,9400632.57929104,10740409.8647388,9061600.19239739,10963063.0830224,8605712.14,8586444.5,8061982.5,9210975.5,7771228.325,9401922.9,1e+07,1e+07,9400000,10700000,9060000,1.1e+07,1e+07,1e+07,9400000,10700000,9060000,1.1e+07,8610000,8590000,8060000,9210000,7770000,9400000,2,2,2,2,2,"existing","existing"
"Black-billed Cuckoo",3880,843362.93,830076.5,757703,953764.3,713159.7,1026912.4,843362.93,830076.5,757703,953764.3,713159.7,1026912.4,843362.93,830076.5,757703,953764.3,713159.7,1026912.4,843000,830000,758000,954000,713000,1030000,843000,830000,758000,954000,713000,1030000,843000,830000,758000,954000,713000,1030000,3,3,3,3,3,"existing","existing"
"Elegant Trogon",3890,28476.1983471074,23975.2066115702,0,55519.0082644628,0,92954.1322314048,28476.1983471074,23975.2066115702,0,55519.0082644628,0,92954.1322314048,1722.81,1450.5,0,3358.9,0,5623.72499999999,28500,24000,0,55500,0,93000,28500,24000,0,55500,0,93000,1720,1450,0,3360,0,5620,5,5,4,5,4,"existing","existing"
"Belted Kingfisher",3900,1709309.48,1690029,1562137.6,1902786.6,1482944.05,2013117.625,1709309.48,1690029,1562137.6,1902786.6,1482944.05,2013117.625,1709309.48,1690029,1562137.6,1902786.6,1482944.05,2013117.625,1710000,1690000,1560000,1900000,1480000,2010000,1710000,1690000,1560000,1900000,1480000,2010000,1710000,1690000,1560000,1900000,1480000,2010000,3,3,3,3,3,"existing","existing"
"Hairy Woodpecker",3930,8554992.67552579,8563185.09992675,8116235.2202574,8935200.37668725,7907175.05493356,9288210.16009208,8554992.67552579,8563185.09992675,8116235.2202574,8935200.37668725,7907175.05493356,9288210.16009208,8176006.5,8183836,7756686,8539371,7556887.2,8876742.45,8550000,8560000,8120000,8940000,7910000,9290000,8550000,8560000,8120000,8940000,7910000,9290000,8180000,8180000,7760000,8540000,7560000,8880000,2,2,2,2,2,"existing","existing"
"Downy Woodpecker",3940,13143598.989798,13131133.7267453,12679171.6343269,13641753.0506101,12471362.8225645,13776520.0790158,13143598.989798,13131133.7267453,12679171.6343269,13641753.0506101,12471362.8225645,13776520.0790158,13140970.27,13128507.5,12676635.8,13639024.7,12468868.55,13773764.775,13100000,13100000,12700000,13600000,12500000,13800000,13100000,13100000,12700000,13600000,12500000,13800000,13100000,13100000,12700000,13600000,12500000,13800000,2,2,2,2,2,"existing","existing"
"Red-cockaded Woodpecker",3950,36481.79,33485.5,24403.9,52416.8,16010.725,58544.625,36481.79,33485.5,24403.9,52416.8,16010.725,58544.625,36481.79,33485.5,24403.9,52416.8,16010.725,58544.625,36500,33500,24400,52400,16000,58500,36500,33500,24400,52400,16000,58500,36500,33500,24400,52400,16000,58500,5,5,4,5,4,"existing","existing"
"Ladder-backed Woodpecker",3960,6939240.54429325,6998025.54845876,6065235.21244099,7717571.78561511,5955898.98639267,8179387.11469036,6939240.54429325,6998025.54845876,6065235.21244099,7717571.78561511,5955898.98639267,8179387.11469036,2498820.52,2519989,2184091.2,2779097.6,2144719.225,2945397.3,6940000,7e+06,6070000,7720000,5960000,8180000,6940000,7e+06,6070000,7720000,5960000,8180000,2500000,2520000,2180000,2780000,2140000,2950000,2,2,2,2,2,"existing","existing"
"Nuttall's Woodpecker",3970,660088.01778137,644873.206708426,508562.537886442,826642.453020812,484313.851283087,927567.968276419,660088.01778137,644873.206708426,508562.537886442,826642.453020812,484313.851283087,927567.968276419,653355.12,638295.5,503375.2,818210.7,479373.85,918106.775,660000,645000,509000,827000,484000,928000,660000,645000,509000,827000,484000,928000,653000,638000,503000,818000,479000,918000,3,3,3,4,3,"existing","existing"
"Arizona Woodpecker",3975,661596.052631579,615947.368421053,46350,1222484.21052632,0,1602282.23684211,661596.052631579,615947.368421053,46350,1222484.21052632,0,1602282.23684211,25140.65,23406,1761.3,46454.4,0,60886.725,662000,616000,46400,1220000,0,1600000,662000,616000,46400,1220000,0,1600000,25100,23400,1760,46500,0,60900,3,5,3,5,3,"existing","existing"
"White-headed Woodpecker",3990,236680.74,242210,183638.3,277285.5,157953.525,305120.55,236680.74,242210,183638.3,277285.5,157953.525,305120.55,236680.74,242210,183638.3,277285.5,157953.525,305120.55,237000,242000,184000,277000,158000,305000,237000,242000,184000,277000,158000,305000,237000,242000,184000,277000,158000,305000,4,4,4,4,4,"existing","existing"
"Black-backed Woodpecker",4000,1251687.63,1254374,1040116.5,1463373.6,933131.325,1717198.7,1251687.63,1254374,1040116.5,1463373.6,933131.325,1717198.7,1251687.63,1254374,1040116.5,1463373.6,933131.325,1717198.7,1250000,1250000,1040000,1460000,933000,1720000,1250000,1250000,1040000,1460000,933000,1720000,1250000,1250000,1040000,1460000,933000,1720000,3,3,3,3,3,"existing","existing"
"American Three-toed Woodpecker",4010,1614382.14,1573873.5,1287705.3,1981688.9,1120109.35,2181492.075,1614382.14,1573873.5,1287705.3,1981688.9,1120109.35,2181492.075,1614382.14,1573873.5,1287705.3,1981688.9,1120109.35,2181492.075,1610000,1570000,1290000,1980000,1120000,2180000,1610000,1570000,1290000,1980000,1120000,2180000,1610000,1570000,1290000,1980000,1120000,2180000,3,3,3,3,3,"existing","existing"
"Yellow-bellied Sapsucker",4020,12762384.74,12718448.5,11863840.9,13736713.8,11598845.475,14345283,12762384.74,12718448.5,11863840.9,13736713.8,11598845.475,14345283,12762384.74,12718448.5,11863840.9,13736713.8,11598845.475,14345283,12800000,12700000,11900000,13700000,11600000,14300000,12800000,12700000,11900000,13700000,11600000,14300000,12800000,12700000,11900000,13700000,11600000,14300000,2,2,2,2,2,"existing","existing"
"Red-naped Sapsucker",4021,1988707.84,1995012,1683209,2287683,1599209.9,2494286,1988707.84,1995012,1683209,2287683,1599209.9,2494286,1988707.84,1995012,1683209,2287683,1599209.9,2494286,1990000,2e+06,1680000,2290000,1600000,2490000,1990000,2e+06,1680000,2290000,1600000,2490000,1990000,2e+06,1680000,2290000,1600000,2490000,3,3,3,3,3,"existing","existing"
"Red-breasted Sapsucker",4030,2768810.06,2707332.5,2261902.8,3354422.8,1945453.925,3692146.7,2768810.06,2707332.5,2261902.8,3354422.8,1945453.925,3692146.7,2768810.06,2707332.5,2261902.8,3354422.8,1945453.925,3692146.7,2770000,2710000,2260000,3350000,1950000,3690000,2770000,2710000,2260000,3350000,1950000,3690000,2770000,2710000,2260000,3350000,1950000,3690000,3,3,3,3,3,"existing","existing"
"Williamson's Sapsucker",4040,282071.33,278649,217474.6,342485.8,188767.425,397558.675,282071.33,278649,217474.6,342485.8,188767.425,397558.675,282071.33,278649,217474.6,342485.8,188767.425,397558.675,282000,279000,217000,342000,189000,398000,282000,279000,217000,342000,189000,398000,282000,279000,217000,342000,189000,398000,4,4,4,4,4,"existing","existing"
"Pileated Woodpecker",4050,2794712.44,2788989,2651622,2947971.2,2569258.825,3038798.75,2794712.44,2788989,2651622,2947971.2,2569258.825,3038798.75,2794712.44,2788989,2651622,2947971.2,2569258.825,3038798.75,2790000,2790000,2650000,2950000,2570000,3040000,2790000,2790000,2650000,2950000,2570000,3040000,2790000,2790000,2650000,2950000,2570000,3040000,3,3,3,3,3,"existing","existing"
"Red-headed Woodpecker",4060,2164017.99,2169528,1965929.5,2337204.6,1855927.4,2440802.8,2164017.99,2169528,1965929.5,2337204.6,1855927.4,2440802.8,2164017.99,2169528,1965929.5,2337204.6,1855927.4,2440802.8,2160000,2170000,1970000,2340000,1860000,2440000,2160000,2170000,1970000,2340000,1860000,2440000,2160000,2170000,1970000,2340000,1860000,2440000,3,3,3,3,3,"existing","existing"
"Acorn Woodpecker",4070,8956289.05988625,8816592.5058548,6334082.30177317,11706271.3282034,5878509.45132151,12336958.6818334,8956289.05988625,8816592.5058548,6334082.30177317,11706271.3282034,5878509.45132151,12336958.6818334,2677034.8,2635279.5,1893257.2,3499004.5,1757086.475,3687516.95,8960000,8820000,6330000,11700000,5880000,12300000,8960000,8820000,6330000,11700000,5880000,12300000,2680000,2640000,1890000,3500000,1760000,3690000,2,2,2,2,2,"existing","existing"
"Lewis's Woodpecker",4080,76485.4,75968.5,59505.1,95058.3,55131.575,101495.15,76485.4,75968.5,59505.1,95058.3,55131.575,101495.15,76485.4,75968.5,59505.1,95058.3,55131.575,101495.15,76500,76000,59500,95100,55100,101000,76500,76000,59500,95100,55100,101000,76500,76000,59500,95100,55100,101000,4,4,4,4,4,"existing","existing"
"Red-bellied Woodpecker",4090,16112562.4,16078850.5,15229107.3,16892598.6,14774417.575,17331442.225,16112562.4,16078850.5,15229107.3,16892598.6,14774417.575,17331442.225,16112562.4,16078850.5,15229107.3,16892598.6,14774417.575,17331442.225,16100000,16100000,15200000,16900000,14800000,17300000,16100000,16100000,15200000,16900000,14800000,17300000,16100000,16100000,15200000,16900000,14800000,17300000,2,2,2,2,2,"existing","existing"
"Golden-fronted Woodpecker",4100,3875384.56817185,3829550.6356861,2880754.93204735,4951225.77816747,2554081.21437966,5586066.74704077,3875384.56817185,3829550.6356861,2880754.93204735,4951225.77816747,2554081.21437966,5586066.74704077,883975.22,873520.5,657100.2,1129374.6,582585.925,1274181.825,3880000,3830000,2880000,4950000,2550000,5590000,3880000,3830000,2880000,4950000,2550000,5590000,884000,874000,657000,1130000,583000,1270000,3,3,3,3,2,"existing","existing"
"Gila Woodpecker",4110,2622752.94117647,2403802.00860832,1460266.14060258,4101876.97274032,1281445.92898135,4576054.42969871,2622752.94117647,2403802.00860832,1460266.14060258,4101876.97274032,1281445.92898135,4576054.42969871,731223.52,670180,407122.2,1143603.3,357267.125,1275803.975,2620000,2400000,1460000,4100000,1280000,4580000,2620000,2400000,1460000,4100000,1280000,4580000,731000,670000,407000,1140000,357000,1280000,3,3,3,3,3,"existing","existing"
"Northern Flicker",4120,6505376.12964527,6528699.85219595,5999736.06418919,6939184.75506757,5760531.40836149,7178350.19003378,6505376.12964527,6528699.85219595,5999736.06418919,6939184.75506757,5760531.40836149,7178350.19003378,6161892.27,6183984.5,5682950,6572795.8,5456375.35,6799333.3,6510000,6530000,6e+06,6940000,5760000,7180000,6510000,6530000,6e+06,6940000,5760000,7180000,6160000,6180000,5680000,6570000,5460000,6800000,2,2,2,2,2,"existing","existing"
"Gilded Flicker",4140,442800.024919013,428605.781211064,267192.623972091,653262.397209071,214337.403438824,756790.181908796,442800.024919013,428605.781211064,267192.623972091,653262.397209071,214337.403438824,756790.181908796,177695.65,171999.5,107224.4,262154.2,86013.6,303699.9,443000,429000,267000,653000,214000,757000,443000,429000,267000,653000,214000,757000,178000,172000,107000,262000,86000,304000,4,4,3,4,3,"existing","existing"
"Chuck-will's-widow",4160,5277754.93,5273022,4792343.8,5819748.1,4403207.325,6349352.425,5277754.93,5273022,4792343.8,5819748.1,4403207.325,6349352.425,5277754.93,5273022,4792343.8,5819748.1,4403207.325,6349352.425,5280000,5270000,4790000,5820000,4400000,6350000,5280000,5270000,4790000,5820000,4400000,6350000,5280000,5270000,4790000,5820000,4400000,6350000,2,3,2,3,2,"existing","existing"
"Eastern Whip-poor-will",4171,1586073.28,1570947.5,1314292.4,1851747.2,1249518.35,2097270.325,1586073.28,1570947.5,1314292.4,1851747.2,1249518.35,2097270.325,1586073.28,1570947.5,1314292.4,1851747.2,1249518.35,2097270.325,1590000,1570000,1310000,1850000,1250000,2100000,1590000,1570000,1310000,1850000,1250000,2100000,1590000,1570000,1310000,1850000,1250000,2100000,3,3,3,3,3,"existing","existing"
"Mexican Whip-poor-will",4172,329817.897435897,293164.102564103,77023.5897435897,628966.153846154,25171.0256410256,786474.615384614,329817.897435897,293164.102564103,77023.5897435897,628966.153846154,25171.0256410256,786474.615384614,64314.49,57167,15019.6,122648.4,4908.35,153362.55,330000,293000,77000,629000,25200,786000,330000,293000,77000,629000,25200,786000,64300,57200,15000,123000,4910,153000,4,4,3,5,3,"existing","existing"
"Common Poorwill",4180,1950209.3224722,1893388.28549263,1605170.93354021,2352639.90173261,1407152.86397724,2740756.30333592,1950209.3224722,1893388.28549263,1605170.93354021,2352639.90173261,1407152.86397724,2740756.30333592,1508291.89,1464346.5,1241439.2,1819531.7,1088292.025,2119700.925,1950000,1890000,1610000,2350000,1410000,2740000,1950000,1890000,1610000,2350000,1410000,2740000,1510000,1460000,1240000,1820000,1090000,2120000,3,3,3,3,3,"existing","existing"
"Common Nighthawk",4200,21705791.2950257,21587354.2024014,20348305.4245283,23534991.4236707,19525916.380789,23945989.9496141,21705791.2950257,21587354.2024014,20348305.4245283,23534991.4236707,19525916.380789,23945989.9496141,20247162.12,20136684,18980899.3,21953440,18213774.8,22336819.425,21700000,21600000,20300000,23500000,19500000,23900000,21700000,21600000,20300000,23500000,19500000,23900000,20200000,20100000,1.9e+07,2.2e+07,18200000,22300000,2,2,2,2,2,"existing","existing"
"Lesser Nighthawk",4210,10666043.2462687,10354132.4626866,8021299.25373134,13728532.8358209,6663752.33208955,16037890.1119403,10666043.2462687,10354132.4626866,8021299.25373134,13728532.8358209,6663752.33208955,16037890.1119403,2858499.59,2774907.5,2149708.2,3679246.8,1785885.625,4298154.55,10700000,10400000,8020000,13700000,6660000,1.6e+07,10700000,10400000,8020000,13700000,6660000,1.6e+07,2860000,2770000,2150000,3680000,1790000,4300000,2,2,2,2,2,"existing","existing"
"Black Swift",4220,297518.828803586,258376.295881199,124660.409078173,509971.980947044,108027.668814794,784494.606332306,297518.828803586,258376.295881199,124660.409078173,509971.980947044,108027.668814794,784494.606332306,106184.47,92214.5,44491.3,182009,38555.075,279986.125,298000,258000,125000,510000,108000,784000,298000,258000,125000,510000,108000,784000,106000,92200,44500,182000,38600,280000,4,4,3,4,3,"existing","existing"
"Chimney Swift",4230,7644847.5895179,7660538.60772154,7200631.72634527,8107636.52730546,6828683.68673735,8467264.82796559,7644847.5895179,7660538.60772154,7200631.72634527,8107636.52730546,6828683.68673735,8467264.82796559,7643318.62,7659006.5,7199191.6,8106015,6827317.95,8465571.375,7640000,7660000,7200000,8110000,6830000,8470000,7640000,7660000,7200000,8110000,6830000,8470000,7640000,7660000,7200000,8110000,6830000,8470000,2,2,2,2,2,"existing","existing"
"Vaux's Swift",4240,852686.487955081,857476.906357544,628418.040210107,1050998.55098714,535519.108857091,1367444.3941315,852686.487955081,857476.906357544,628418.040210107,1050998.55098714,535519.108857091,1367444.3941315,470768.21,473413,346949.6,580256.3,295660.1,754966.05,853000,857000,628000,1050000,536000,1370000,853000,857000,628000,1050000,536000,1370000,471000,473000,347000,580000,296000,755000,3,3,3,3,3,"existing","existing"
"White-throated Swift",4250,3250025.13999411,3157188.32891247,2548658.56174477,4055556.14500442,2045224.10109048,4832606.80076628,3250025.13999411,3157188.32891247,2548658.56174477,4055556.14500442,2045224.10109048,4832606.80076628,2205467.06,2142468,1729519.7,2752100.4,1387889.075,3279406.975,3250000,3160000,2550000,4060000,2050000,4830000,3250000,3160000,2550000,4060000,2050000,4830000,2210000,2140000,1730000,2750000,1390000,3280000,3,3,3,3,3,"existing","existing"
"Magnificent Hummingbird",4260,317624.568138196,196804.222648752,0,812735.124760077,0,1186677.06333973,317624.568138196,196804.222648752,0,812735.124760077,0,1186677.06333973,16548.24,10253.5,0,42343.5,0,61825.8749999999,318000,197000,0,813000,0,1190000,318000,197000,0,813000,0,1190000,16500,10300,0,42300,0,61800,4,5,3,5,3,"existing","existing"
"Blue-throated Hummingbird",4270,707777.032810271,622860.199714693,0,1555323.82310984,0,2864766.7617689,707777.032810271,622860.199714693,0,1555323.82310984,0,2864766.7617689,49615.17,43662.5,0,109028.2,0,200820.15,708000,623000,0,1560000,0,2860000,708000,623000,0,1560000,0,2860000,49600,43700,0,109000,0,201000,3,5,3,5,3,"existing","existing"
"Ruby-throated Hummingbird",4280,32041957.31,31732213,29458920.4,35383388.7,28245472.1,37172333.225,32041957.31,31732213,29458920.4,35383388.7,28245472.1,37172333.225,32041957.31,31732213,29458920.4,35383388.7,28245472.1,37172333.225,3.2e+07,31700000,29500000,35400000,28200000,37200000,3.2e+07,31700000,29500000,35400000,28200000,37200000,3.2e+07,31700000,29500000,35400000,28200000,37200000,2,2,2,2,2,"existing","existing"
"Black-chinned Hummingbird",4290,9227899.16034047,9195941.45387624,7460307.79848171,10889014.3777318,6314649.8447205,12287709.4547964,9227899.16034047,9195941.45387624,7460307.79848171,10889014.3777318,6314649.8447205,12287709.4547964,8022735.53,7994951.5,6485991.6,9466909.1,5489956.575,10682934.6,9230000,9200000,7460000,10900000,6310000,12300000,9230000,9200000,7460000,10900000,6310000,12300000,8020000,7990000,6490000,9470000,5490000,10700000,2,2,2,2,2,"existing","existing"
"Costa's Hummingbird",4300,5225731.58005029,5079296.94048617,3051559.0947192,7514313.07627829,2543433.98994132,8284622.27577536,5225731.58005029,5079296.94048617,3051559.0947192,7514313.07627829,2543433.98994132,8284622.27577536,2493719.11,2423840.5,1456204,3585830.2,1213726.7,3953421.75,5230000,5080000,3050000,7510000,2540000,8280000,5230000,5080000,3050000,7510000,2540000,8280000,2490000,2420000,1460000,3590000,1210000,3950000,2,3,2,3,2,"existing","existing"
"Anna's Hummingbird",4310,11459935.2560084,10592349.0073145,8118788.92371996,15471627.7951933,7230970.61128527,20059882.4451411,11459935.2560084,10592349.0073145,8118788.92371996,15471627.7951933,7230970.61128527,20059882.4451411,10967158.04,10136878,7769681,14806347.8,6920038.875,19197307.5,11500000,10600000,8120000,15500000,7230000,20100000,11500000,10600000,8120000,15500000,7230000,20100000,1.1e+07,10100000,7770000,14800000,6920000,19200000,2,2,2,2,2,"existing","existing"
"Broad-tailed Hummingbird",4320,12109908.4156838,12019359.2604399,9056366.91106152,15173593.8795027,8175402.45457444,16389999.5218361,12109908.4156838,12019359.2604399,9056366.91106152,15173593.8795027,8175402.45457444,16389999.5218361,7597756.54,7540946,5681964.6,9519912.8,5129247.5,10283085.7,12100000,1.2e+07,9060000,15200000,8180000,16400000,12100000,1.2e+07,9060000,15200000,8180000,16400000,7600000,7540000,5680000,9520000,5130000,10300000,2,2,2,2,2,"existing","existing"
"Rufous Hummingbird",4330,19398696.53,18881655.5,13048785.5,26085045.3,11717622.15,30758280.65,19398696.53,18881655.5,13048785.5,26085045.3,11717622.15,30758280.65,19398696.53,18881655.5,13048785.5,26085045.3,11717622.15,30758280.65,19400000,18900000,1.3e+07,26100000,11700000,30800000,19400000,18900000,1.3e+07,26100000,11700000,30800000,19400000,18900000,1.3e+07,26100000,11700000,30800000,2,2,2,2,2,"existing","existing"
"Allen's Hummingbird",4340,758656.41,689608.5,365792.6,1272541.8,290066.375,1588811.475,758656.41,689608.5,365792.6,1272541.8,290066.375,1588811.475,758656.41,689608.5,365792.6,1272541.8,290066.375,1588811.475,759000,690000,366000,1270000,290000,1590000,759000,690000,366000,1270000,290000,1590000,759000,690000,366000,1270000,290000,1590000,3,4,3,4,3,"existing","existing"
"Calliope Hummingbird",4360,3855929.40174366,3729858.20222467,2554613.58853593,5359742.75979557,2178647.76029662,6242430.37879547,3855929.40174366,3729858.20222467,2554613.58853593,5359742.75979557,2178647.76029662,6242430.37879547,3847831.95,3722025.5,2549248.9,5348487.3,2174072.6,6229321.275,3860000,3730000,2550000,5360000,2180000,6240000,3860000,3730000,2550000,5360000,2180000,6240000,3850000,3720000,2550000,5350000,2170000,6230000,3,3,2,3,2,"existing","existing"
"Buff-bellied Hummingbird",4390,2001434.56221198,1170783.41013825,0,5090668.20276498,0,7819608.29493088,2001434.56221198,1170783.41013825,0,5090668.20276498,0,7819608.29493088,43431.13,25406,0,110467.5,0,169685.5,2e+06,1170000,0,5090000,0,7820000,2e+06,1170000,0,5090000,0,7820000,43400,25400,0,110000,0,170000,3,5,2,5,2,"existing","existing"
"Broad-billed Hummingbird",4410,9937350.50847458,7550288.13559322,1992945.76271186,20558586.440678,1327488.98305085,34638139.8305084,9937350.50847458,7550288.13559322,1992945.76271186,20558586.440678,1327488.98305085,34638139.8305084,293151.84,222733.5,58791.9,606478.300000001,39160.925,1021825.125,9940000,7550000,1990000,20600000,1330000,34600000,9940000,7550000,1990000,20600000,1330000,34600000,293000,223000,58800,606000,39200,1020000,2,3,2,3,2,"existing","existing"
"Scissor-tailed Flycatcher",4430,7718647.31977819,7722230.61868,6429184.40795912,8864245.07991737,6127844.92225726,9719763.99913015,7718647.31977819,7722230.61868,6429184.40795912,8864245.07991737,6127844.92225726,9719763.99913015,7098839.94,7102135.5,5912920.9,8152446.2,5635778.975,8939266.95,7720000,7720000,6430000,8860000,6130000,9720000,7720000,7720000,6430000,8860000,6130000,9720000,7100000,7100000,5910000,8150000,5640000,8940000,2,2,2,2,2,"existing","existing"
"Eastern Kingbird",4440,25024777.29,25065072,23733118.5,26393044.5,23394062.15,26652079.375,25024777.29,25065072,23733118.5,26393044.5,23394062.15,26652079.375,25024777.29,25065072,23733118.5,26393044.5,23394062.15,26652079.375,2.5e+07,25100000,23700000,26400000,23400000,26700000,2.5e+07,25100000,23700000,26400000,23400000,26700000,2.5e+07,25100000,23700000,26400000,23400000,26700000,2,2,2,2,2,"existing","existing"
"Gray Kingbird",4450,133186.51262762,126582.482536271,42919.9355185384,242644.277270285,7454.99731327243,319704.459967758,133186.51262762,126582.482536271,42919.9355185384,242644.277270285,7454.99731327243,319704.459967758,24786.01,23557,7987.4,45156.1,1387.375,59496.9999999998,133000,127000,42900,243000,7450,320000,133000,127000,42900,243000,7450,320000,24800,23600,7990,45200,1390,59500,4,5,4,5,4,"existing","existing"
"Thick-billed Kingbird",4451,89956.1797752809,59831.4606741573,0,227559.550561798,0,351246.629213483,89956.1797752809,59831.4606741573,0,227559.550561798,0,351246.629213483,4003.05,2662.5,0,10126.4,0,15630.475,90000,59800,0,228000,0,351000,90000,59800,0,228000,0,351000,4000,2660,0,10100,0,15600,4,5,4,5,4,"existing","existing"
"Couch's Kingbird",4461,1301056.77218474,1248915.41255838,886278.15256876,1759632.58951738,789487.934613389,2170798.26154644,1301056.77218474,1248915.41255838,886278.15256876,1759632.58951738,789487.934613389,2170798.26154644,250713.64,240666,170785.8,339081.2,152134.325,418312.825,1300000,1250000,886000,1760000,789000,2170000,1300000,1250000,886000,1760000,789000,2170000,251000,241000,171000,339000,152000,418000,3,3,3,3,3,"existing","existing"
"Western Kingbird",4470,25263609.4837557,25354071.0755967,22717708.2325728,28152963.6210703,21689752.8125329,29551259.804437,25263609.4837557,25354071.0755967,22717708.2325728,28152963.6210703,21689752.8125329,29551259.804437,24028218.98,24114257,21606812.3,26776283.7,20629123.9,28106203.2,25300000,25400000,22700000,28200000,21700000,29600000,25300000,25400000,22700000,28200000,21700000,29600000,2.4e+07,24100000,21600000,26800000,20600000,28100000,2,2,2,2,2,"existing","existing"
"Cassin's Kingbird",4480,6899421.77164222,6795514.81161921,5668457.2907679,8268491.51567443,5174808.7431694,8736687.94938165,6899421.77164222,6795514.81161921,5668457.2907679,8268491.51567443,5174808.7431694,8736687.94938165,2398928.95,2362800.5,1970922.6,2874954.5,1799281,3037746.4,6900000,6800000,5670000,8270000,5170000,8740000,6900000,6800000,5670000,8270000,5170000,8740000,2400000,2360000,1970000,2870000,1800000,3040000,2,2,2,2,2,"existing","existing"
